,Jugador,País,Posc,Edad,90 s,Cmp,Int.,% Cmp,Dist. tot.,Dist. prg.,Cmp,Int.,% Cmp,Cmp,Int.,% Cmp,Cmp,Int.,% Cmp,Ass,xAG,xA,A-xAG,PC,1/3,PPA,CrAP,PrgP,Partidos
110,Total del oponente,,,27.6,28.0,11987.0,14656.0,81.8,208907.0,71349.0,5631.0,6241.0,90.2,4972.0,5632.0,88.3,1125.0,2052.0,54.8,22,21.5,24.0,0.5,261.0,987.0,210.0,61.0,1107.0,
111,Unai Simón,es ESP,PO,26-274,28.0,566.0,966.0,58.6,18500.0,15189.0,82.0,83.0,98.8,252.0,257.0,98.1,232.0,621.0,37.4,0,0.0,0.1,0.0,0.0,18.0,0.0,0.0,0.0,Partidos
112,Daniel Vivian,es ESP,DF,24-240,24.7,1020.0,1230.0,82.9,20709.0,7922.0,317.0,359.0,88.3,561.0,625.0,89.8,135.0,219.0,61.6,0,0.7,0.4,-0.7,5.0,63.0,3.0,0.0,79.0,Partidos
113,Gorka Guruzeta,es ESP,DL,27-181,20.7,345.0,524.0,65.8,4833.0,993.0,200.0,271.0,73.8,105.0,152.0,69.1,18.0,34.0,52.9,3,1.6,1.3,1.4,22.0,35.0,11.0,3.0,47.0,Partidos
114,Aitor Paredes,es ESP,DF,23-317,23.7,1018.0,1200.0,84.8,20403.0,7665.0,299.0,335.0,89.3,592.0,639.0,92.6,113.0,193.0,58.5,0,0.1,0.2,-0.1,3.0,53.0,4.0,0.0,79.0,Partidos
115,Iñaki Williams,gh GHA,DL,29-270,23.6,459.0,707.0,64.9,6150.0,1641.0,306.0,389.0,78.7,129.0,199.0,64.8,14.0,45.0,31.1,3,5.6,4.6,-2.6,39.0,18.0,37.0,13.0,52.0,Partidos
116,Oihan Sancet,es ESP,CC,23-321,18.9,546.0,683.0,79.9,7845.0,1872.0,313.0,366.0,85.5,184.0,224.0,82.1,25.0,35.0,71.4,5,4.1,2.6,0.9,37.0,71.0,27.0,2.0,100.0,Partidos
117,Nico Williams,es ESP,DL,21-243,18.0,391.0,562.0,69.6,6183.0,1797.0,214.0,252.0,84.9,136.0,181.0,75.1,30.0,74.0,40.5,7,4.2,5.2,2.8,37.0,18.0,32.0,18.0,41.0,Partidos
118,Iñigo Ruiz de Galarreta,es ESP,CC,30-218,18.2,713.0,910.0,78.4,12279.0,3713.0,334.0,388.0,86.1,302.0,358.0,84.4,61.0,119.0,51.3,1,1.2,1.9,-0.2,16.0,85.0,17.0,4.0,112.0,Partidos
119,Óscar de Marcos,es ESP,DF,34-332,18.5,891.0,1134.0,78.6,14668.0,5904.0,451.0,505.0,89.3,342.0,428.0,79.9,75.0,139.0,54.0,4,2.7,2.8,1.3,17.0,88.0,22.0,17.0,106.0,Partidos
120,Yuri Berchiche,es ESP,DF,34-030,16.7,812.0,1004.0,80.9,13143.0,5299.0,413.0,467.0,88.4,335.0,395.0,84.8,45.0,91.0,49.5,1,1.5,1.8,-0.5,11.0,77.0,12.0,9.0,102.0,Partidos
121,Iñigo Lekue,es ESP,DF,30-312,15.0,643.0,829.0,77.6,11110.0,4410.0,268.0,313.0,85.6,326.0,384.0,84.9,39.0,90.0,43.3,2,0.9,0.6,1.1,12.0,60.0,13.0,5.0,82.0,Partidos
122,Mikel Vesga,es ESP,CC,30-295,13.9,501.0,651.0,77.0,8445.0,2909.0,251.0,295.0,85.1,192.0,232.0,82.8,51.0,88.0,58.0,1,1.2,1.1,-0.2,6.0,56.0,9.0,1.0,75.0,Partidos
123,Álex Berenguer,es ESP,DL,28-251,12.3,265.0,442.0,60.0,4134.0,1265.0,151.0,191.0,79.1,72.0,115.0,62.6,29.0,92.0,31.5,2,2.6,2.8,-0.6,24.0,6.0,13.0,7.0,21.0,Partidos
124,Beñat Prados,es ESP,"CC,DF",23-032,9.8,366.0,446.0,82.1,5523.0,1470.0,201.0,223.0,90.1,142.0,174.0,81.6,15.0,27.0,55.6,0,0.4,0.6,-0.4,7.0,34.0,4.0,1.0,41.0,Partidos
125,Ander Herrera,es ESP,CC,34-210,8.8,466.0,553.0,84.3,7349.0,2093.0,244.0,272.0,89.7,171.0,199.0,85.9,31.0,50.0,62.0,2,1.1,1.6,0.9,9.0,55.0,10.0,1.0,66.0,Partidos
126,Yeray Álvarez,es ESP,DF,29-047,7.2,290.0,358.0,81.0,6075.0,2331.0,82.0,94.0,87.2,169.0,182.0,92.9,36.0,70.0,51.4,0,0.1,0.1,-0.1,3.0,19.0,2.0,0.0,19.0,Partidos
127,Dani García,es ESP,CC,33-292,5.8,195.0,229.0,85.2,3297.0,946.0,89.0,101.0,88.1,81.0,92.0,88.0,17.0,23.0,73.9,0,0.0,0.2,0.0,0.0,19.0,2.0,0.0,25.0,Partidos
128,Unai Gómez,es ESP,CC,20-291,5.6,96.0,139.0,69.1,1532.0,303.0,55.0,68.0,80.9,30.0,46.0,65.2,10.0,18.0,55.6,0,0.3,0.4,-0.3,6.0,8.0,2.0,0.0,14.0,Partidos
129,Imanol,es ESP,DF,23-277,4.4,224.0,268.0,83.6,3595.0,1094.0,124.0,137.0,90.5,80.0,92.0,87.0,15.0,24.0,62.5,0,0.2,0.3,-0.2,2.0,19.0,6.0,3.0,17.0,Partidos
130,Iker Muniain,es ESP,"CC,DL",31-083,4.4,219.0,265.0,82.6,3283.0,921.0,120.0,133.0,90.2,74.0,89.0,83.1,15.0,30.0,50.0,0,0.2,0.9,-0.2,7.0,27.0,6.0,0.0,27.0,Partidos
131,Asier Villalibre,es ESP,DL,26-163,3.8,66.0,95.0,69.5,847.0,144.0,47.0,63.0,74.6,13.0,19.0,68.4,3.0,4.0,75.0,1,0.9,0.6,0.1,7.0,5.0,4.0,0.0,9.0,Partidos
132,Adu Ares,es ESP,"DL,CC",22-151,1.7,45.0,63.0,71.4,710.0,62.0,27.0,32.0,84.4,15.0,21.0,71.4,3.0,7.0,42.9,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,Partidos
133,Raúl García,es ESP,"DL,CC",37-244,2.2,32.0,61.0,52.5,420.0,76.0,16.0,29.0,55.2,8.0,16.0,50.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,Partidos
134,Mikel Jauregizar,es ESP,CC,20-120,0.7,,,,,,,,,,,,,,,0,,,,,,,,,Partidos
135,Peru Nolaskoain,es ESP,"DF,CC",25-138,0.1,5.0,8.0,62.5,103.0,31.0,1.0,1.0,100.0,4.0,5.0,80.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Partidos
136,Total del equipo,,,28.0,28.0,10174.0,13327.0,76.3,181136.0,70050.0,4605.0,5367.0,85.8,4315.0,5124.0,84.2,1015.0,2098.0,48.4,32,29.5,30.4,2.5,271.0,841.0,236.0,84.0,1121.0,
137,Total del oponente,,,27.5,28.0,10978.0,14096.0,77.9,196990.0,71439.0,4818.0,5553.0,86.8,4734.0,5540.0,85.5,1123.0,2177.0,51.6,20,22.4,19.5,-2.4,206.0,703.0,173.0,51.0,926.0,
138,Álex Remiro,es ESP,PO,28-353,26.4,715.0,920.0,77.7,19851.0,14245.0,122.0,122.0,100.0,359.0,365.0,98.4,233.0,427.0,54.6,0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,Partidos
139,Martín Zubimendi,es ESP,CC,25-038,25.7,1144.0,1338.0,85.5,19206.0,5377.0,523.0,586.0,89.2,534.0,594.0,89.9,71.0,109.0,65.1,1,1.2,1.3,-0.2,13.0,115.0,11.0,0.0,125.0,Partidos
140,Igor Zubeldia,es ESP,DF,26-347,24.0,1250.0,1487.0,84.1,25597.0,8040.0,335.0,390.0,85.9,766.0,832.0,92.1,143.0,232.0,61.6,2,1.1,0.8,0.9,9.0,87.0,4.0,0.0,119.0,Partidos
141,Brais Méndez,es ESP,"CC,DL",27-064,22.0,747.0,1002.0,74.6,11720.0,3398.0,406.0,487.0,83.4,240.0,289.0,83.0,65.0,151.0,43.0,4,2.8,3.9,1.2,31.0,84.0,26.0,5.0,99.0,Partidos
142,Robin Le Normand,es ESP,DF,27-121,20.5,1145.0,1291.0,88.7,22452.0,6156.0,359.0,390.0,92.1,649.0,702.0,92.5,128.0,170.0,75.3,0,0.1,0.7,-0.1,3.0,73.0,0.0,0.0,86.0,Partidos
143,Hamari Traoré,ml MLI,DF,32-044,19.1,917.0,1146.0,80.0,16536.0,5240.0,377.0,431.0,87.5,419.0,510.0,82.2,99.0,155.0,63.9,2,1.2,1.9,0.8,22.0,84.0,23.0,8.0,102.0,Partidos
144,Takefusa Kubo,jp JPN,"DL,CC",22-281,18.7,455.0,643.0,70.8,7159.0,2078.0,258.0,300.0,86.0,138.0,194.0,71.1,42.0,91.0,46.2,3,4.6,5.1,-1.6,45.0,25.0,26.0,5.0,65.0,Partidos
145,Mikel Merino,es ESP,CC,27-263,18.6,692.0,910.0,76.0,10564.0,2872.0,385.0,463.0,83.2,231.0,298.0,77.5,50.0,81.0,61.7,3,1.7,2.0,1.3,16.0,76.0,17.0,3.0,103.0,Partidos
146,Mikel Oyarzabal,es ESP,"DL,CC",26-325,16.1,272.0,361.0,75.3,3571.0,697.0,174.0,206.0,84.5,70.0,89.0,78.7,9.0,14.0,64.3,1,1.1,0.9,-0.1,15.0,14.0,10.0,0.0,28.0,Partidos
147,Ander Barrenetxea,es ESP,"DL,CC",22-075,11.0,258.0,398.0,64.8,3957.0,875.0,156.0,194.0,80.4,77.0,124.0,62.1,16.0,33.0,48.5,1,1.0,0.7,0.0,9.0,10.0,9.0,3.0,27.0,Partidos
148,Beñat Turrientes,es ESP,CC,22-040,11.9,313.0,383.0,81.7,4971.0,1060.0,175.0,195.0,89.7,110.0,122.0,90.2,20.0,37.0,54.1,1,0.5,0.5,0.5,8.0,34.0,2.0,0.0,35.0,Partidos
149,Umar Sadiq,ng NGA,DL,27-038,11.7,131.0,190.0,68.9,1831.0,294.0,74.0,95.0,77.9,42.0,58.0,72.4,6.0,12.0,50.0,1,1.1,0.9,-0.1,10.0,8.0,4.0,1.0,13.0,Partidos
150,Aihen Muñoz,es ESP,DF,26-208,12.5,504.0,702.0,71.8,9001.0,4109.0,216.0,240.0,90.0,234.0,315.0,74.3,48.0,112.0,42.9,2,2.0,0.9,0.0,12.0,35.0,11.0,10.0,39.0,Partidos
151,Kieran Tierney,sct SCO,DF,26-280,10.2,493.0,651.0,75.7,8696.0,3613.0,210.0,238.0,88.2,232.0,276.0,84.1,45.0,109.0,41.3,2,0.6,1.0,1.4,6.0,54.0,11.0,4.0,54.0,Partidos
152,Arsen Zakharyan,ru RUS,"CC,DL",20-290,8.6,222.0,337.0,65.9,3551.0,1083.0,127.0,152.0,83.6,63.0,96.0,65.6,24.0,58.0,41.4,1,1.2,1.7,-0.2,15.0,11.0,8.0,2.0,25.0,Partidos
153,Jon Pacheco,es ESP,DF,23-063,10.2,596.0,686.0,86.9,11825.0,3578.0,176.0,195.0,90.3,354.0,372.0,95.2,64.0,106.0,60.4,1,0.2,0.3,0.8,3.0,34.0,1.0,1.0,36.0,Partidos
154,André Silva,pt POR,DL,28-126,5.8,91.0,111.0,82.0,1105.0,110.0,60.0,65.0,92.3,23.0,27.0,85.2,2.0,2.0,100.0,0,0.2,0.2,-0.2,4.0,4.0,1.0,0.0,6.0,Partidos
155,Javi Galán,es ESP,DF,29-113,5.6,284.0,348.0,81.6,4820.0,1564.0,143.0,153.0,93.5,112.0,142.0,78.9,25.0,42.0,59.5,0,0.4,0.7,-0.4,6.0,24.0,11.0,8.0,30.0,Partidos
156,Carlos Fernández,es ESP,DL,27-294,4.5,44.0,83.0,53.0,589.0,86.0,28.0,44.0,63.6,13.0,24.0,54.2,1.0,5.0,20.0,1,0.5,0.2,0.5,1.0,4.0,1.0,0.0,4.0,Partidos
157,Aritz Elustondo,es ESP,DF,29-349,5.5,247.0,285.0,86.7,4539.0,1427.0,85.0,97.0,87.6,144.0,158.0,91.1,16.0,26.0,61.5,1,0.4,0.1,0.6,4.0,11.0,0.0,0.0,16.0,Partidos
158,Jon Aramburu,ve VEN,DF,21-232,4.8,210.0,265.0,79.2,3295.0,1020.0,104.0,118.0,88.1,95.0,114.0,83.3,8.0,21.0,38.1,0,0.0,0.1,0.0,0.0,21.0,1.0,0.0,22.0,Partidos
159,Álvaro Odriozola,es ESP,DF,28-088,1.2,52.0,65.0,80.0,818.0,211.0,26.0,31.0,83.9,23.0,27.0,85.2,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,Partidos
160,Olasagasti,es ESP,CC,23-208,3.5,116.0,157.0,73.9,1660.0,310.0,72.0,88.0,81.8,34.0,42.0,81.0,5.0,11.0,45.5,0,0.3,0.2,-0.3,5.0,9.0,2.0,0.0,12.0,Partidos
161,Urko González,es ESP,CC,22-357,1.7,67.0,85.0,78.8,1082.0,293.0,36.0,43.0,83.7,29.0,32.0,90.6,2.0,9.0,22.2,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,Partidos
162,Mohamed Ali Cho,fr FRA,"DL,CC",20-052,2.8,38.0,66.0,57.6,502.0,124.0,23.0,32.0,71.9,12.0,18.0,66.7,1.0,9.0,11.1,0,0.1,0.3,-0.1,1.0,1.0,0.0,0.0,3.0,Partidos
163,Unai Marrero,es ESP,PO,22-154,1.6,28.0,45.0,62.2,934.0,792.0,5.0,6.0,83.3,13.0,13.0,100.0,10.0,26.0,38.5,0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,Partidos
164,Sheraldo Becker,sr SUR,"CC,DL",29-031,1.6,31.0,57.0,54.4,425.0,106.0,22.0,30.0,73.3,8.0,18.0,44.4,1.0,4.0,25.0,0,0.6,0.6,-0.6,1.0,0.0,2.0,1.0,4.0,Partidos
165,Jon Magunacelaya,es ESP,"DL,CC",23-242,1.3,27.0,41.0,65.9,351.0,61.0,15.0,22.0,68.2,9.0,14.0,64.3,0.0,0.0,,0,0.5,0.3,-0.5,1.0,1.0,0.0,0.0,2.0,Partidos
166,Alex Sola,es ESP,"DF,CC",24-276,0.3,12.0,16.0,75.0,196.0,75.0,5.0,5.0,100.0,7.0,10.0,70.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Partidos
167,Alberto Dadie,es ESP,CC,21-235,0.3,3.0,7.0,42.9,47.0,33.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Partidos
168,Total del equipo,,,26.4,28.0,11104.0,14076.0,78.9,200851.0,68927.0,4699.0,5422.0,86.7,5041.0,5876.0,85.8,1135.0,2054.0,55.3,27,23.2,25.5,3.8,242.0,846.0,183.0,52.0,1065.0,
169,Total del oponente,,,28.1,28.0,8036.0,10982.0,73.2,148063.0,58405.0,3614.0,4239.0,85.3,3208.0,3953.0,81.2,994.0,2138.0,46.5,19,18.4,19.7,0.6,200.0,576.0,149.0,48.0,692.0,
170,Germán Pezzella,ar ARG,DF,32-258,25.1,1043.0,1213.0,86.0,19314.0,6820.0,371.0,398.0,93.2,585.0,655.0,89.3,75.0,133.0,56.4,0,0.3,0.3,-0.3,4.0,43.0,4.0,1.0,54.0,Partidos
171,Isco,es ESP,CC,31-325,20.5,925.0,1166.0,79.3,14868.0,4640.0,499.0,552.0,90.4,282.0,336.0,83.9,102.0,187.0,54.5,3,5.6,5.4,-2.6,68.0,97.0,47.0,7.0,163.0,Partidos
172,Marc Roca,es ESP,CC,27-106,20.2,920.0,1109.0,83.0,15847.0,5311.0,432.0,480.0,90.0,362.0,417.0,86.8,91.0,154.0,59.1,2,1.3,1.7,0.7,18.0,111.0,16.0,0.0,119.0,Partidos
173,Rui Silva,pt POR,PO,30-033,18.5,472.0,680.0,69.4,12662.0,8905.0,91.0,91.0,100.0,230.0,231.0,99.6,148.0,352.0,42.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Partidos
174,Ayoze Pérez,es ESP,DL,30-226,16.7,346.0,457.0,75.7,4301.0,1210.0,223.0,256.0,87.1,87.0,112.0,77.7,8.0,15.0,53.3,1,3.0,2.1,-2.0,22.0,31.0,11.0,0.0,43.0,Partidos
175,Héctor Bellerín,es ESP,DF,28-358,16.4,665.0,867.0,76.7,10068.0,4283.0,359.0,417.0,86.1,262.0,341.0,76.8,26.0,66.0,39.4,0,1.1,1.0,-1.1,12.0,44.0,13.0,3.0,72.0,Partidos
176,Willian José,br BRA,DL,32-109,15.8,308.0,394.0,78.2,4400.0,615.0,180.0,215.0,83.7,79.0,97.0,81.4,23.0,30.0,76.7,3,1.5,0.8,1.5,18.0,12.0,4.0,1.0,25.0,Partidos
177,Chadi Riad,ma MAR,DF,20-268,15.5,711.0,796.0,89.3,12690.0,3766.0,274.0,297.0,92.3,381.0,400.0,95.3,41.0,75.0,54.7,0,0.1,0.2,-0.1,1.0,11.0,0.0,0.0,21.0,Partidos
178,Guido Rodríguez,ar ARG,CC,29-334,13.3,561.0,643.0,87.2,9879.0,3013.0,253.0,272.0,93.0,222.0,248.0,89.5,61.0,82.0,74.4,0,0.7,0.7,-0.7,3.0,47.0,1.0,0.0,39.0,Partidos
179,Juan Miranda,es ESP,DF,24-052,13.2,597.0,743.0,80.3,10055.0,4719.0,271.0,299.0,90.6,259.0,324.0,79.9,52.0,88.0,59.1,1,1.4,1.7,-0.4,16.0,43.0,17.0,7.0,67.0,Partidos
180,Abner,br BRA,DF,23-289,12.9,523.0,676.0,77.4,7774.0,3812.0,299.0,334.0,89.5,171.0,223.0,76.7,30.0,66.0,45.5,0,0.6,1.0,-0.6,7.0,17.0,7.0,2.0,28.0,Partidos
181,Assane Diao,es ESP,DL,18-186,11.4,190.0,253.0,75.1,2176.0,371.0,133.0,157.0,84.7,32.0,43.0,74.4,7.0,9.0,77.8,0,0.6,0.8,-0.6,9.0,4.0,5.0,1.0,18.0,Partidos
182,Rodri,es ESP,"DL,CC",23-300,9.6,360.0,448.0,80.4,5337.0,1463.0,208.0,229.0,90.8,113.0,140.0,80.7,23.0,41.0,56.1,0,0.6,1.8,-0.6,9.0,26.0,26.0,4.0,53.0,Partidos
183,Aitor Ruibal,es ESP,"DF,DL",27-355,8.6,321.0,422.0,76.1,5256.0,2057.0,180.0,201.0,89.6,107.0,134.0,79.9,28.0,58.0,48.3,1,1.3,0.5,-0.3,11.0,29.0,11.0,3.0,44.0,Partidos
184,Sokratis Papastathopoulos,gr GRE,DF,35-276,7.8,305.0,343.0,88.9,5515.0,1893.0,119.0,125.0,95.2,162.0,174.0,93.1,23.0,38.0,60.5,0,0.0,0.1,0.0,1.0,3.0,0.0,0.0,9.0,Partidos
185,Claudio Bravo,cl CHI,PO,40-333,7.0,186.0,230.0,80.9,4988.0,3322.0,42.0,42.0,100.0,86.0,86.0,100.0,56.0,99.0,56.6,0,0.0,0.1,0.0,1.0,3.0,2.0,0.0,1.0,Partidos
186,Johnny Cardoso,us USA,CC,22-173,6.9,261.0,307.0,85.0,3937.0,1016.0,141.0,160.0,88.1,97.0,110.0,88.2,13.0,18.0,72.2,2,0.3,0.8,1.7,4.0,15.0,4.0,0.0,23.0,Partidos
187,Luiz Henrique,br BRA,DL,23-069,6.8,146.0,211.0,69.2,2292.0,489.0,78.0,101.0,77.2,46.0,62.0,74.2,13.0,24.0,54.2,3,1.6,1.5,1.4,11.0,10.0,10.0,6.0,17.0,Partidos
188,Nabil Fekir,fr FRA,"CC,DL",30-237,6.5,272.0,338.0,80.5,3544.0,1231.0,164.0,186.0,88.2,64.0,72.0,88.9,16.0,36.0,44.4,2,1.3,1.5,0.7,15.0,33.0,13.0,2.0,37.0,Partidos
189,Youssouf Sabaly,sn SEN,DF,31-006,6.0,293.0,342.0,85.7,4063.0,1259.0,174.0,191.0,91.1,101.0,113.0,89.4,9.0,16.0,56.3,1,0.3,0.5,0.7,2.0,24.0,3.0,0.0,26.0,Partidos
190,Sergi Altimira,es ESP,CC,22-199,5.6,244.0,270.0,90.4,3937.0,929.0,124.0,133.0,93.2,90.0,95.0,94.7,23.0,29.0,79.3,0,0.3,0.3,-0.3,4.0,24.0,2.0,0.0,28.0,Partidos
191,Abdessamad Ezzalzouli,ma MAR,DL,22-085,7.6,181.0,274.0,66.1,2189.0,600.0,121.0,158.0,76.6,44.0,68.0,64.7,3.0,12.0,25.0,0,0.2,0.4,-0.2,2.0,8.0,7.0,1.0,20.0,Partidos
192,Pablo Fornals,es ESP,"DL,CC",28-018,5.0,230.0,306.0,75.2,3813.0,1135.0,110.0,128.0,85.9,88.0,111.0,79.3,22.0,41.0,53.7,1,1.0,1.2,0.0,15.0,20.0,12.0,4.0,39.0,Partidos
193,Andrés Guardado,mx MEX,CC,37-165,5.0,253.0,298.0,84.9,4959.0,1540.0,101.0,108.0,93.5,102.0,115.0,88.7,42.0,58.0,72.4,0,0.2,0.3,-0.2,5.0,34.0,5.0,1.0,36.0,Partidos
194,Borja Iglesias,es ESP,DL,31-054,4.5,83.0,101.0,82.2,1129.0,179.0,57.0,66.0,86.4,20.0,23.0,87.0,4.0,6.0,66.7,1,0.9,0.7,0.1,11.0,2.0,6.0,0.0,12.0,Partidos
195,Luiz Felipe,it ITA,DF,26-355,4.0,151.0,169.0,89.3,2591.0,996.0,59.0,62.0,95.2,78.0,86.0,90.7,9.0,14.0,64.3,0,0.2,0.2,-0.2,1.0,4.0,0.0,0.0,4.0,Partidos
196,Ezequiel Ávila,ar ARG,DL,30-034,3.1,48.0,82.0,58.5,788.0,135.0,23.0,27.0,85.2,15.0,26.0,57.7,5.0,16.0,31.3,0,0.1,0.1,-0.1,2.0,2.0,1.0,0.0,5.0,Partidos
197,William Carvalho,pt POR,CC,31-339,5.7,417.0,476.0,87.6,6311.0,1923.0,240.0,261.0,92.0,133.0,151.0,88.1,26.0,36.0,72.2,3,0.4,0.5,2.6,6.0,51.0,7.0,0.0,43.0,Partidos
198,Marc Bartra,es ESP,DF,33-056,2.5,101.0,118.0,85.6,1910.0,620.0,39.0,42.0,92.9,48.0,52.0,92.3,13.0,21.0,61.9,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,Partidos
199,Francisco Barbosa,es ESP,PO,24-309,2.5,54.0,84.0,64.3,1555.0,1025.0,7.0,7.0,100.0,28.0,30.0,93.3,18.0,44.0,40.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Partidos
200,Juan Cruz,es ESP,DL,23-321,0.8,15.0,20.0,75.0,187.0,49.0,13.0,15.0,86.7,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,Partidos
201,Ricardo Visus,es ESP,DF,22-322,0.8,,,,,,,,,,,,,,,0,,,,,,,,,Partidos
202,Pablo Busto,es ESP,DF,18-178,0.5,18.0,26.0,69.2,254.0,79.0,11.0,14.0,78.6,5.0,7.0,71.4,1.0,3.0,33.3,0,0.2,0.1,-0.2,1.0,1.0,1.0,0.0,1.0,Partidos
203,Paul Akouokou,ci CIV,CC,26-082,0.3,16.0,17.0,94.1,280.0,65.0,7.0,8.0,87.5,7.0,7.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Partidos
204,Cédric Bakambu,cd COD,DL,32-335,0.3,4.0,5.0,80.0,40.0,7.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,,0,0.1,0.2,-0.1,1.0,0.0,0.0,0.0,1.0,Partidos
205,Total del equipo,,,28.4,28.0,11246.0,13918.0,80.8,189530.0,69714.0,5411.0,6042.0,89.6,4402.0,5109.0,86.2,1018.0,1880.0,54.1,24,25.2,26.4,-1.2,281.0,761.0,238.0,43.0,1060.0,
206,Total del oponente,,,27.8,28.0,11079.0,13871.0,79.9,190475.0,71392.0,5468.0,6122.0,89.3,4349.0,5051.0,86.1,1029.0,1930.0,53.3,17,25.2,25.2,-8.2,244.0,853.0,202.0,67.0,1066.0,
207,Giorgi Mamardashvili,ge GEO,PO,23-164,27.0,412.0,772.0,53.4,13147.0,10820.0,80.0,84.0,95.2,171.0,177.0,96.6,160.0,508.0,31.5,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Partidos
208,José Luis García Vayá,es ESP,CC,25-213,26.7,1205.0,1539.0,78.3,22110.0,7812.0,506.0,601.0,84.2,493.0,583.0,84.6,163.0,274.0,59.5,1,2.6,3.5,-1.6,41.0,164.0,28.0,11.0,191.0,Partidos
209,Hugo Duro,es ESP,DL,24-122,24.9,310.0,425.0,72.9,3909.0,564.0,197.0,240.0,82.1,80.0,110.0,72.7,6.0,11.0,54.5,2,1.1,0.4,0.9,10.0,17.0,4.0,0.0,24.0,Partidos
210,Francisco Perez,es ESP,"CC,DL",21-184,19.5,374.0,501.0,74.7,5122.0,1383.0,239.0,288.0,83.0,100.0,135.0,74.1,15.0,31.0,48.4,4,2.4,1.9,1.6,16.0,22.0,14.0,5.0,34.0,Partidos
211,Cristhian Mosquera,co COL,DF,19-258,23.2,969.0,1095.0,88.5,18226.0,5169.0,331.0,361.0,91.7,551.0,587.0,93.9,77.0,121.0,63.6,0,0.0,0.1,0.0,1.0,30.0,0.0,0.0,52.0,Partidos
212,José Luis Gayà,es ESP,DF,28-291,19.0,770.0,1021.0,75.4,13583.0,4547.0,362.0,409.0,88.5,327.0,415.0,78.8,70.0,149.0,47.0,2,2.5,2.4,-0.5,24.0,47.0,22.0,12.0,69.0,Partidos
213,Diego López,es ESP,"DL,CC",21-303,19.2,338.0,538.0,62.8,5051.0,1221.0,188.0,268.0,70.1,107.0,158.0,67.7,24.0,43.0,55.8,5,3.7,2.0,1.3,29.0,22.0,15.0,7.0,46.0,Partidos
214,Javier Guerra,es ESP,"CC,DL",21-070,19.4,472.0,643.0,73.4,7512.0,1810.0,225.0,279.0,80.6,189.0,231.0,81.8,36.0,77.0,46.8,1,0.9,1.7,0.1,11.0,43.0,6.0,1.0,54.0,Partidos
215,Thierry Correia,pt POR,DF,25-002,15.9,689.0,914.0,75.4,11268.0,4611.0,375.0,420.0,89.3,239.0,298.0,80.2,61.0,152.0,40.1,2,0.3,0.7,1.7,5.0,51.0,14.0,5.0,51.0,Partidos
216,Gabriel Paulista,br BRA,DF,33-106,15.5,699.0,816.0,85.7,14412.0,5224.0,187.0,222.0,84.2,422.0,449.0,94.0,82.0,129.0,63.6,0,0.2,0.3,-0.2,2.0,40.0,3.0,0.0,33.0,Partidos
217,Dimitri Foulquier,fr FRA,"DF,CC",30-354,14.3,532.0,723.0,73.6,8163.0,3335.0,273.0,325.0,84.0,212.0,258.0,82.2,29.0,81.0,35.8,0,0.7,0.5,-0.7,9.0,37.0,8.0,3.0,51.0,Partidos
218,Mouctar Diakhaby,gn GUI,"DF,CC",27-083,11.9,475.0,546.0,87.0,9314.0,2704.0,152.0,160.0,95.0,272.0,294.0,92.5,43.0,76.0,56.6,0,0.0,0.1,0.0,2.0,23.0,2.0,0.0,29.0,Partidos
219,Cenk Özkacar,tr TUR,DF,23-157,9.7,404.0,501.0,80.6,7436.0,2723.0,163.0,178.0,91.6,205.0,228.0,89.9,32.0,76.0,42.1,0,0.1,0.2,-0.1,1.0,31.0,1.0,0.0,32.0,Partidos
220,Sergi Canós,es ESP,"CC,DL",27-038,8.5,157.0,252.0,62.3,2363.0,833.0,84.0,112.0,75.0,56.0,74.0,75.7,9.0,29.0,31.0,2,1.4,0.9,0.6,5.0,17.0,9.0,2.0,29.0,Partidos
221,Hugo Guillamón,es ESP,CC,24-040,11.3,388.0,488.0,79.5,7030.0,2287.0,175.0,203.0,86.2,154.0,187.0,82.4,49.0,80.0,61.3,0,0.3,0.3,-0.3,5.0,44.0,1.0,0.0,48.0,Partidos
